Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,PFC,135204,OPTSTK,PE,490,POWER FIN CORP LTD.,PFC AUG 490 PE,PFC25AUG26P490,2026-08-25,1300,0.05
NFO,nse_fo,PFC,135205,OPTSTK,CE,500,POWER FIN CORP LTD.,PFC AUG 500 CE,PFC25AUG26C500,2026-08-25,1300,0.05
NFO,nse_fo,PGEL,135242,OPTSTK,CE,410,PG ELECTROPLAST LTD,PGEL JUL 410 CE,PGEL28JUL26C410,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135244,OPTSTK,CE,430,PG ELECTROPLAST LTD,PGEL JUL 430 CE,PGEL28JUL26C430,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135245,OPTSTK,PE,430,PG ELECTROPLAST LTD,PGEL JUL 430 PE,PGEL28JUL26P430,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135246,OPTSTK,CE,450,PG ELECTROPLAST LTD,PGEL JUL 450 CE,PGEL28JUL26C450,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135247,OPTSTK,PE,450,PG ELECTROPLAST LTD,PGEL JUL 450 PE,PGEL28JUL26P450,2026-07-28,950,0.05
NFO,nse_fo,PATANJALI,135248,OPTSTK,CE,285,PATANJALI FOODS LIMITED,PATANJALI AUG 285 CE,PATANJALI25AUG26C285,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135249,OPTSTK,PE,285,PATANJALI FOODS LIMITED,PATANJALI AUG 285 PE,PATANJALI25AUG26P285,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135250,OPTSTK,CE,295,PATANJALI FOODS LIMITED,PATANJALI AUG 295 CE,PATANJALI25AUG26C295,2026-08-25,1075,0.05
NFO,nse_fo,PGEL,135252,OPTSTK,PE,470,PG ELECTROPLAST LTD,PGEL JUL 470 PE,PGEL28JUL26P470,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135257,OPTSTK,CE,510,PG ELECTROPLAST LTD,PGEL JUL 510 CE,PGEL28JUL26C510,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135258,OPTSTK,PE,510,PG ELECTROPLAST LTD,PGEL JUL 510 PE,PGEL28JUL26P510,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135259,OPTSTK,CE,530,PG ELECTROPLAST LTD,PGEL JUL 530 CE,PGEL28JUL26C530,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135260,OPTSTK,PE,530,PG ELECTROPLAST LTD,PGEL JUL 530 PE,PGEL28JUL26P530,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135261,OPTSTK,CE,550,PG ELECTROPLAST LTD,PGEL JUL 550 CE,PGEL28JUL26C550,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135262,OPTSTK,PE,550,PG ELECTROPLAST LTD,PGEL JUL 550 PE,PGEL28JUL26P550,2026-07-28,950,0.05
NFO,nse_fo,PATANJALI,135263,OPTSTK,PE,295,PATANJALI FOODS LIMITED,PATANJALI AUG 295 PE,PATANJALI25AUG26P295,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135264,OPTSTK,CE,305,PATANJALI FOODS LIMITED,PATANJALI AUG 305 CE,PATANJALI25AUG26C305,2026-08-25,1075,0.05
NFO,nse_fo,PGEL,135290,OPTSTK,CE,570,PG ELECTROPLAST LTD,PGEL JUL 570 CE,PGEL28JUL26C570,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135291,OPTSTK,PE,570,PG ELECTROPLAST LTD,PGEL JUL 570 PE,PGEL28JUL26P570,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135297,OPTSTK,CE,590,PG ELECTROPLAST LTD,PGEL JUL 590 CE,PGEL28JUL26C590,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135302,OPTSTK,PE,590,PG ELECTROPLAST LTD,PGEL JUL 590 PE,PGEL28JUL26P590,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135303,OPTSTK,CE,610,PG ELECTROPLAST LTD,PGEL JUL 610 CE,PGEL28JUL26C610,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135304,OPTSTK,PE,610,PG ELECTROPLAST LTD,PGEL JUL 610 PE,PGEL28JUL26P610,2026-07-28,950,0.05
NFO,nse_fo,PGEL,135344,OPTSTK,CE,480,PG ELECTROPLAST LTD,PGEL AUG 480 CE,PGEL25AUG26C480,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135345,OPTSTK,PE,480,PG ELECTROPLAST LTD,PGEL AUG 480 PE,PGEL25AUG26P480,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135349,OPTSTK,CE,500,PG ELECTROPLAST LTD,PGEL AUG 500 CE,PGEL25AUG26C500,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135351,OPTSTK,PE,500,PG ELECTROPLAST LTD,PGEL AUG 500 PE,PGEL25AUG26P500,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135352,OPTSTK,CE,520,PG ELECTROPLAST LTD,PGEL AUG 520 CE,PGEL25AUG26C520,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135353,OPTSTK,PE,520,PG ELECTROPLAST LTD,PGEL AUG 520 PE,PGEL25AUG26P520,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135354,OPTSTK,CE,540,PG ELECTROPLAST LTD,PGEL AUG 540 CE,PGEL25AUG26C540,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135355,OPTSTK,PE,540,PG ELECTROPLAST LTD,PGEL AUG 540 PE,PGEL25AUG26P540,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135364,OPTSTK,CE,560,PG ELECTROPLAST LTD,PGEL AUG 560 CE,PGEL25AUG26C560,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135372,OPTSTK,PE,560,PG ELECTROPLAST LTD,PGEL AUG 560 PE,PGEL25AUG26P560,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135373,OPTSTK,CE,580,PG ELECTROPLAST LTD,PGEL AUG 580 CE,PGEL25AUG26C580,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135374,OPTSTK,PE,580,PG ELECTROPLAST LTD,PGEL AUG 580 PE,PGEL25AUG26P580,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135375,OPTSTK,CE,600,PG ELECTROPLAST LTD,PGEL AUG 600 CE,PGEL25AUG26C600,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135376,OPTSTK,PE,600,PG ELECTROPLAST LTD,PGEL AUG 600 PE,PGEL25AUG26P600,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135377,OPTSTK,CE,620,PG ELECTROPLAST LTD,PGEL AUG 620 CE,PGEL25AUG26C620,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135383,OPTSTK,PE,620,PG ELECTROPLAST LTD,PGEL AUG 620 PE,PGEL25AUG26P620,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135384,OPTSTK,CE,640,PG ELECTROPLAST LTD,PGEL AUG 640 CE,PGEL25AUG26C640,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135385,OPTSTK,PE,640,PG ELECTROPLAST LTD,PGEL AUG 640 PE,PGEL25AUG26P640,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135386,OPTSTK,CE,680,PG ELECTROPLAST LTD,PGEL AUG 680 CE,PGEL25AUG26C680,2026-08-25,950,0.05
NFO,nse_fo,PGEL,135387,OPTSTK,PE,680,PG ELECTROPLAST LTD,PGEL AUG 680 PE,PGEL25AUG26P680,2026-08-25,950,0.05
NFO,nse_fo,PATANJALI,135407,OPTSTK,PE,305,PATANJALI FOODS LIMITED,PATANJALI AUG 305 PE,PATANJALI25AUG26P305,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135408,OPTSTK,CE,315,PATANJALI FOODS LIMITED,PATANJALI AUG 315 CE,PATANJALI25AUG26C315,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135414,OPTSTK,PE,315,PATANJALI FOODS LIMITED,PATANJALI AUG 315 PE,PATANJALI25AUG26P315,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135415,OPTSTK,CE,325,PATANJALI FOODS LIMITED,PATANJALI AUG 325 CE,PATANJALI25AUG26C325,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135418,OPTSTK,PE,325,PATANJALI FOODS LIMITED,PATANJALI AUG 325 PE,PATANJALI25AUG26P325,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135419,OPTSTK,CE,335,PATANJALI FOODS LIMITED,PATANJALI AUG 335 CE,PATANJALI25AUG26C335,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135420,OPTSTK,PE,335,PATANJALI FOODS LIMITED,PATANJALI AUG 335 PE,PATANJALI25AUG26P335,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135421,OPTSTK,CE,345,PATANJALI FOODS LIMITED,PATANJALI AUG 345 CE,PATANJALI25AUG26C345,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135428,OPTSTK,PE,345,PATANJALI FOODS LIMITED,PATANJALI AUG 345 PE,PATANJALI25AUG26P345,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135429,OPTSTK,CE,355,PATANJALI FOODS LIMITED,PATANJALI AUG 355 CE,PATANJALI25AUG26C355,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135430,OPTSTK,PE,355,PATANJALI FOODS LIMITED,PATANJALI AUG 355 PE,PATANJALI25AUG26P355,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135431,OPTSTK,CE,365,PATANJALI FOODS LIMITED,PATANJALI AUG 365 CE,PATANJALI25AUG26C365,2026-08-25,1075,0.05
NFO,nse_fo,POWERGRID,135446,OPTSTK,CE,235,POWER GRID CORP. LTD.,POWERGRID JUL 235 CE,POWERGRID28JUL26C235,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135447,OPTSTK,PE,235,POWER GRID CORP. LTD.,POWERGRID JUL 235 PE,POWERGRID28JUL26P235,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135448,OPTSTK,CE,240,POWER GRID CORP. LTD.,POWERGRID JUL 240 CE,POWERGRID28JUL26C240,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135449,OPTSTK,PE,240,POWER GRID CORP. LTD.,POWERGRID JUL 240 PE,POWERGRID28JUL26P240,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135450,OPTSTK,CE,245,POWER GRID CORP. LTD.,POWERGRID JUL 245 CE,POWERGRID28JUL26C245,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135451,OPTSTK,PE,245,POWER GRID CORP. LTD.,POWERGRID JUL 245 PE,POWERGRID28JUL26P245,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135452,OPTSTK,CE,250,POWER GRID CORP. LTD.,POWERGRID JUL 250 CE,POWERGRID28JUL26C250,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135453,OPTSTK,PE,250,POWER GRID CORP. LTD.,POWERGRID JUL 250 PE,POWERGRID28JUL26P250,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135454,OPTSTK,CE,255,POWER GRID CORP. LTD.,POWERGRID JUL 255 CE,POWERGRID28JUL26C255,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135455,OPTSTK,PE,255,POWER GRID CORP. LTD.,POWERGRID JUL 255 PE,POWERGRID28JUL26P255,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135456,OPTSTK,CE,260,POWER GRID CORP. LTD.,POWERGRID JUL 260 CE,POWERGRID28JUL26C260,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135457,OPTSTK,PE,260,POWER GRID CORP. LTD.,POWERGRID JUL 260 PE,POWERGRID28JUL26P260,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135458,OPTSTK,CE,265,POWER GRID CORP. LTD.,POWERGRID JUL 265 CE,POWERGRID28JUL26C265,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135459,OPTSTK,PE,265,POWER GRID CORP. LTD.,POWERGRID JUL 265 PE,POWERGRID28JUL26P265,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135460,OPTSTK,CE,270,POWER GRID CORP. LTD.,POWERGRID JUL 270 CE,POWERGRID28JUL26C270,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135461,OPTSTK,PE,270,POWER GRID CORP. LTD.,POWERGRID JUL 270 PE,POWERGRID28JUL26P270,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135462,OPTSTK,CE,275,POWER GRID CORP. LTD.,POWERGRID JUL 275 CE,POWERGRID28JUL26C275,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135463,OPTSTK,PE,275,POWER GRID CORP. LTD.,POWERGRID JUL 275 PE,POWERGRID28JUL26P275,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135464,OPTSTK,CE,280,POWER GRID CORP. LTD.,POWERGRID JUL 280 CE,POWERGRID28JUL26C280,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135465,OPTSTK,PE,280,POWER GRID CORP. LTD.,POWERGRID JUL 280 PE,POWERGRID28JUL26P280,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135466,OPTSTK,CE,285,POWER GRID CORP. LTD.,POWERGRID JUL 285 CE,POWERGRID28JUL26C285,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135467,OPTSTK,PE,285,POWER GRID CORP. LTD.,POWERGRID JUL 285 PE,POWERGRID28JUL26P285,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135468,OPTSTK,CE,290,POWER GRID CORP. LTD.,POWERGRID JUL 290 CE,POWERGRID28JUL26C290,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135469,OPTSTK,PE,290,POWER GRID CORP. LTD.,POWERGRID JUL 290 PE,POWERGRID28JUL26P290,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135470,OPTSTK,CE,295,POWER GRID CORP. LTD.,POWERGRID JUL 295 CE,POWERGRID28JUL26C295,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135471,OPTSTK,PE,295,POWER GRID CORP. LTD.,POWERGRID JUL 295 PE,POWERGRID28JUL26P295,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135472,OPTSTK,CE,300,POWER GRID CORP. LTD.,POWERGRID JUL 300 CE,POWERGRID28JUL26C300,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135473,OPTSTK,PE,300,POWER GRID CORP. LTD.,POWERGRID JUL 300 PE,POWERGRID28JUL26P300,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135474,OPTSTK,CE,305,POWER GRID CORP. LTD.,POWERGRID JUL 305 CE,POWERGRID28JUL26C305,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135475,OPTSTK,PE,305,POWER GRID CORP. LTD.,POWERGRID JUL 305 PE,POWERGRID28JUL26P305,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135476,OPTSTK,CE,310,POWER GRID CORP. LTD.,POWERGRID JUL 310 CE,POWERGRID28JUL26C310,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135477,OPTSTK,PE,310,POWER GRID CORP. LTD.,POWERGRID JUL 310 PE,POWERGRID28JUL26P310,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135478,OPTSTK,CE,315,POWER GRID CORP. LTD.,POWERGRID JUL 315 CE,POWERGRID28JUL26C315,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135479,OPTSTK,PE,315,POWER GRID CORP. LTD.,POWERGRID JUL 315 PE,POWERGRID28JUL26P315,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135480,OPTSTK,CE,320,POWER GRID CORP. LTD.,POWERGRID JUL 320 CE,POWERGRID28JUL26C320,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135481,OPTSTK,PE,320,POWER GRID CORP. LTD.,POWERGRID JUL 320 PE,POWERGRID28JUL26P320,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135482,OPTSTK,CE,325,POWER GRID CORP. LTD.,POWERGRID JUL 325 CE,POWERGRID28JUL26C325,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135483,OPTSTK,PE,325,POWER GRID CORP. LTD.,POWERGRID JUL 325 PE,POWERGRID28JUL26P325,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135484,OPTSTK,CE,330,POWER GRID CORP. LTD.,POWERGRID JUL 330 CE,POWERGRID28JUL26C330,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135485,OPTSTK,PE,330,POWER GRID CORP. LTD.,POWERGRID JUL 330 PE,POWERGRID28JUL26P330,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135486,OPTSTK,CE,335,POWER GRID CORP. LTD.,POWERGRID JUL 335 CE,POWERGRID28JUL26C335,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135487,OPTSTK,PE,335,POWER GRID CORP. LTD.,POWERGRID JUL 335 PE,POWERGRID28JUL26P335,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135488,OPTSTK,CE,340,POWER GRID CORP. LTD.,POWERGRID JUL 340 CE,POWERGRID28JUL26C340,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135489,OPTSTK,PE,340,POWER GRID CORP. LTD.,POWERGRID JUL 340 PE,POWERGRID28JUL26P340,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135490,OPTSTK,CE,345,POWER GRID CORP. LTD.,POWERGRID JUL 345 CE,POWERGRID28JUL26C345,2026-07-28,1900,0.05
NFO,nse_fo,POWERGRID,135491,OPTSTK,PE,345,POWER GRID CORP. LTD.,POWERGRID JUL 345 PE,POWERGRID28JUL26P345,2026-07-28,1900,0.05
NFO,nse_fo,PHOENIXLTD,135525,OPTSTK,CE,1620,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1620 CE,PHOENIXLTD28JUL26C1620,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135526,OPTSTK,PE,1620,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1620 PE,PHOENIXLTD28JUL26P1620,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135527,OPTSTK,CE,1660,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1660 CE,PHOENIXLTD28JUL26C1660,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135528,OPTSTK,PE,1660,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1660 PE,PHOENIXLTD28JUL26P1660,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135529,OPTSTK,CE,1700,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1700 CE,PHOENIXLTD28JUL26C1700,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135530,OPTSTK,PE,1700,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1700 PE,PHOENIXLTD28JUL26P1700,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135531,OPTSTK,CE,1740,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1740 CE,PHOENIXLTD28JUL26C1740,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135532,OPTSTK,PE,1740,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1740 PE,PHOENIXLTD28JUL26P1740,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135536,OPTSTK,PE,1820,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1820 PE,PHOENIXLTD28JUL26P1820,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135537,OPTSTK,CE,1860,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1860 CE,PHOENIXLTD28JUL26C1860,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135538,OPTSTK,PE,1860,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1860 PE,PHOENIXLTD28JUL26P1860,2026-07-28,350,0.05
NFO,nse_fo,PATANJALI,135540,OPTSTK,PE,365,PATANJALI FOODS LIMITED,PATANJALI AUG 365 PE,PATANJALI25AUG26P365,2026-08-25,1075,0.05
NFO,nse_fo,PHOENIXLTD,135541,OPTSTK,CE,1900,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1900 CE,PHOENIXLTD28JUL26C1900,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135542,OPTSTK,PE,1900,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1900 PE,PHOENIXLTD28JUL26P1900,2026-07-28,350,0.05
NFO,nse_fo,PATANJALI,135543,OPTSTK,CE,375,PATANJALI FOODS LIMITED,PATANJALI AUG 375 CE,PATANJALI25AUG26C375,2026-08-25,1075,0.05
NFO,nse_fo,PHOENIXLTD,135544,OPTSTK,CE,1940,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1940 CE,PHOENIXLTD28JUL26C1940,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135545,OPTSTK,PE,1940,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1940 PE,PHOENIXLTD28JUL26P1940,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135546,OPTSTK,CE,1980,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1980 CE,PHOENIXLTD28JUL26C1980,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135547,OPTSTK,PE,1980,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 1980 PE,PHOENIXLTD28JUL26P1980,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135548,OPTSTK,CE,2020,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2020 CE,PHOENIXLTD28JUL26C2020,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135549,OPTSTK,PE,2020,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2020 PE,PHOENIXLTD28JUL26P2020,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135550,OPTSTK,CE,2060,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2060 CE,PHOENIXLTD28JUL26C2060,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135551,OPTSTK,PE,2060,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2060 PE,PHOENIXLTD28JUL26P2060,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135552,OPTSTK,CE,2100,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2100 CE,PHOENIXLTD28JUL26C2100,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135553,OPTSTK,PE,2100,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2100 PE,PHOENIXLTD28JUL26P2100,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135554,OPTSTK,CE,2140,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2140 CE,PHOENIXLTD28JUL26C2140,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135555,OPTSTK,PE,2140,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2140 PE,PHOENIXLTD28JUL26P2140,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135556,OPTSTK,CE,2180,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2180 CE,PHOENIXLTD28JUL26C2180,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135557,OPTSTK,PE,2180,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2180 PE,PHOENIXLTD28JUL26P2180,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135558,OPTSTK,CE,2220,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2220 CE,PHOENIXLTD28JUL26C2220,2026-07-28,350,0.05
NFO,nse_fo,PATANJALI,135559,OPTSTK,PE,375,PATANJALI FOODS LIMITED,PATANJALI AUG 375 PE,PATANJALI25AUG26P375,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135560,OPTSTK,CE,385,PATANJALI FOODS LIMITED,PATANJALI AUG 385 CE,PATANJALI25AUG26C385,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135561,OPTSTK,PE,385,PATANJALI FOODS LIMITED,PATANJALI AUG 385 PE,PATANJALI25AUG26P385,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135562,OPTSTK,CE,395,PATANJALI FOODS LIMITED,PATANJALI AUG 395 CE,PATANJALI25AUG26C395,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135563,OPTSTK,PE,395,PATANJALI FOODS LIMITED,PATANJALI AUG 395 PE,PATANJALI25AUG26P395,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135564,OPTSTK,CE,405,PATANJALI FOODS LIMITED,PATANJALI AUG 405 CE,PATANJALI25AUG26C405,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135565,OPTSTK,PE,405,PATANJALI FOODS LIMITED,PATANJALI AUG 405 PE,PATANJALI25AUG26P405,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135566,OPTSTK,CE,415,PATANJALI FOODS LIMITED,PATANJALI AUG 415 CE,PATANJALI25AUG26C415,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135567,OPTSTK,PE,415,PATANJALI FOODS LIMITED,PATANJALI AUG 415 PE,PATANJALI25AUG26P415,2026-08-25,1075,0.05
NFO,nse_fo,PHOENIXLTD,135568,OPTSTK,PE,2220,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2220 PE,PHOENIXLTD28JUL26P2220,2026-07-28,350,0.05
NFO,nse_fo,PATANJALI,135569,OPTSTK,CE,425,PATANJALI FOODS LIMITED,PATANJALI AUG 425 CE,PATANJALI25AUG26C425,2026-08-25,1075,0.05
NFO,nse_fo,PHOENIXLTD,135570,OPTSTK,CE,2260,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2260 CE,PHOENIXLTD28JUL26C2260,2026-07-28,350,0.05
NFO,nse_fo,PHOENIXLTD,135571,OPTSTK,PE,2260,THE PHOENIX MILLS LTD,PHOENIXLTD JUL 2260 PE,PHOENIXLTD28JUL26P2260,2026-07-28,350,0.05
NFO,nse_fo,PATANJALI,135572,OPTSTK,PE,425,PATANJALI FOODS LIMITED,PATANJALI AUG 425 PE,PATANJALI25AUG26P425,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135573,OPTSTK,CE,435,PATANJALI FOODS LIMITED,PATANJALI AUG 435 CE,PATANJALI25AUG26C435,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135574,OPTSTK,PE,435,PATANJALI FOODS LIMITED,PATANJALI AUG 435 PE,PATANJALI25AUG26P435,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135575,OPTSTK,CE,445,PATANJALI FOODS LIMITED,PATANJALI AUG 445 CE,PATANJALI25AUG26C445,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135576,OPTSTK,PE,445,PATANJALI FOODS LIMITED,PATANJALI AUG 445 PE,PATANJALI25AUG26P445,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135577,OPTSTK,CE,455,PATANJALI FOODS LIMITED,PATANJALI AUG 455 CE,PATANJALI25AUG26C455,2026-08-25,1075,0.05
NFO,nse_fo,PATANJALI,135578,OPTSTK,PE,455,PATANJALI FOODS LIMITED,PATANJALI AUG 455 PE,PATANJALI25AUG26P455,2026-08-25,1075,0.05
